25,9788494730467,POR UNA MANZANA,NEUS CAAMAÑO,4,"¿Qué pasa cuando dos personas quieren la última manzana que queda? Un álbum que, mediante el humor y un lenguaje cinematográfico, trata cuestiones como las disputas, los enfado, el dinero, y sobre todo, el absurdo.Un álbum ilustrado sin palabras pero con mucho significado, cargado de simbolismo. Una manzana, una simple manzana, es capaz de desatar un enorme conflicto...",2,475,1,25.jpg,,,,,,,,,,,,,,,,,
26,9788494124174,QUE HACE UN HOMBRE CON UNA SARDINA EN LA CABEZA ,GURIDI,4,"En este libro-juego de 36 fichas encontrarás imágenes y textos, que sólo tendrán sentido si añades tu imaginación. La duración dependerá del momento: puedes crear una larga historia, un pequeño relato o incluso, una única escena. Establece las reglas de lectura, juega con el lenguaje visual y el escrito para dar forma a la narración, creando conexiones que solo tú conocerás. Disfruta de una forma diferente de leer.",2,485,1,26.jpg,,,,,,,,,,,,,,,,,
27,9788494622298,SHADOW,GURIDI,4,"Shadow apareció de repente, sobre aquel lugar vacío. Todo era maravillosamente nuevo y desconocido para ella, y cientos de preguntas se amontonaban en su pensamiento, pero una por encima de las demás... ¿qué soy? El color, las formas y la sombra, como objeto de reflexión y diversión, en un nuevo álbum de Guridi.",5,500,1,27.jpg,,,,,,,,,,,,,,,,,
28,9788494910968,SIRENA DE PIEDRA,LUCIANO LOZANO,4,"La Sirena de Piedra siempre había estado allí, en la Fuente de los Mares en París, pero sentía que no pertenecía a ese lugar. Un día alguien lanza una moneda a la fuente, pero no pide ningún deseo, y la Sirena de Piedra aprovecha esta oportunidad de hacer realidad su sueño. Un viaje imposible que comienza con un deseo.",3,540,1,28.jpg,,,,,,,,,,,,,,,,,
29,9788494622274,SOY NINJA,CELIA SACIDO,4,"Un ninja domina muchas artes: cambiar de color, hipnotizar fieras, hacer pipi de lejos,... Y, por supuesto, siempre tiene un truco especial e infalible. Un libro divertido y entrañable a partes iguales.",3,330,1,29.jpg,,,,,,,,,,,,,,,,,
30,9788494730498,TAN CHIQUITA,YAEL FRANKEL,4,"Grande, pequeño, bajo, muy alto... ¿Todo se puede medir?",0,540,1,30.jpg,,,,,,,,,,,,,,,,,
31,9788494910906,UN AMIGO INESPERADO,SANTIAGO GONZALEZ,4,"Guillo siempre había querido un perro. Por eso, cuando su tío Hugo le trae una caja con agujeros el día de su cumpleaños, él aúlla de alegría.",0,520,1,31.jpg,,,,,,,,,,,,,,,,,
32,9788494910875,UNA ISLA,INGRID CHABBERT Y GURIDI,4,Cerca de nuestra casa hay una isla.No es muy grande ni tiene nombre.Antes había árboles y muchos pájaros...Pero nosotros cambiamos eso.,5,540,1,32.jpg,,,,,,,,,,,,,,,,,
33,9788494988400,VIAJEROS EXTRAORDINARIOS,GASTON HAUVILLER,4,"Un álbum con doble título, doble cubierta (delantera y trasera) y, por tanto, doble sentido de lectura: VIAJEROS EXTRAORDINARIOS  Lectura en el sentido tradicional (pasando las páginas de izquierda a derecha).  Libro informativo: se dan repaso a 16 especies de animales que realizan viajes extraordinarios, bien por su complejidad, bien por la distancia que recorren, desde las Mariposas Monarca (migración de más de 7000 km), hasta las Tortugas Laud (20.000 km en 647 días). ROQUE  Lectura en el sentido opuesto al tradicional (pasando las páginas de derecha a izquierda).  Historia de ficción: durante toda la lectura de “VIAJEROS EXTRAORDINARIOS” se observa a lo lejos un pájaro tordo llamado Roque que, al contrario a los de su especie caracterizada porque no son migrantes, decide ir contracorriente y tomar la iniciativa para viajar y conocer mundo. Se trata del primer libro publicado que, gracias a su doble sentido de lectura y a su precisión en el encaje de las dos tramas, combina de manera perfecta un libro informativo con una historia de ficción, de modo que se entrelazan y complementan a la par que mantienen intacta su individualidad.",4,560,1,33.jpg,,,,,,,,,,,,,,,,,
34,9788417303204,9 MESES 1 BEBE,FRANCOISE LAURENT Y SEBASTIAN CHEBRET,3,"¿Cómo se hacen los niños? ¿Por dónde entran? ¿Empieza todo en el vientre de la madre? ¿Por dónde salen? ¿Qué pasa cuando mamá va a la sala de maternidad? No se omite ningún tema: fecundación natural e in vitro, embarazo gemelar, proceso de gestación, nacimiento prematuro, parto natural, cesárea... Todo se explica con sencillez y precisión. Las ilustraciones, tan informativas como entretenidas, se ajustan perfectamente al texto y ayudan a la comprensión.",5,475,1,34.jpg,,,,,,,,,,,,,,,,,
35,9788416578528,APRENDIENDO A LEER,LISA PAPP,3,"A Martina no le gusta leer. Ni libros, ni revistas, ni siquiera la lista del carrito de los helados. Entonces Martina conoce a Bonnie, la perra de la biblioteca. Leer en voz alta para Bonnie no es tan malo. Cuando Martina se queda atascada, a Bonnie no le importa. Martinapuede acariciarla hasta que desenreda la palabra. Es divertido leer cuando no tienes miedo a equivocarte. Con Bonnie, Martina ha aprendido que es mejor ir despacio.",1,475,1,35.jpg,,,,,,,,,,,,,,,,,
36,9788417303648,BESTIARIO DE FRIDA,SERENELLA QUARELLO Y FABIANA BOCCHI,3,"La vida de la pintora mexicana Frida Kahlo discurre a través de la mirada de los animales que pueblan sus cuadros y que fueron sus compañeros de viaje de toda la vida. De la naturaleza exuberante de su México, del espantoso accidente que sufrió, de su amor terrible por Diego Rivera. De la pintura como antídoto a sus dolores y de su amor por la vida. Un cuerpo desgraciado y desafortunado con alas de plata.",3,560,1,36.jpg,,,,,,,,,,,,,,,,,
37,9788416578429,EL PEDO UNA AVENTURA DE JUAN EL ELEFANTE,LAURIE COHEN Y NOCOLAS GOUNY,3,"Pobre Juan! Debe retener el pedo que tiene... Porque es bien sabido que un pedo de elefante puede ser el fin del universo. Ante la idea de ser la causa del fin del mundo, por supuesto, Juan se sienta y espera. ¡No puede ni imaginar lo que realmente va a suceder!",1,445,1,37.jpg,,,,,,,,,,,,,,,,,
38,9788417303044,EL SENTIDO DEL VIENTO,JUAN TORRES,3,"Nadie recuerda un día sin viento en las Llanuras de Flow. Sopla firme y con fuerza. En Fiu, la región más cercana al acantilado, el joven Pin se dedica a remendar las velas que el viento destroza una y otra vez. Un día, le arrebata la vela en la que estaba trabajando. Pin decide averiguar hacia dónde sopla ese tenaz viento, adónde va a parar lo que arrastra... Y Pin se dejará llevar lejos, muy lejos...",2,485,1,38.jpg,,,,,,,,,,,,,,,,,
39,9788417303365,EMOCIONARME AFECTA UN POCO MUCHO MUCHISIMO,RHAEA DUFRESNE Y SEBASTIEN CHBRET,3,"Todos los días, en nuestras cabezas, en nuestros cuerpos, en nuestros corazones, hay un torbellino de emociones...admiración, orgullo, tristeza ... impaciencia, enfado, entusiasmo ... vergüenza, sorpresa, miedo ... celos, felicidad, serenidad ... Doce emociones que destacan por encima de las demás magníficamente ilustradas.",2,455,1,39.jpg,,,,,,,,,,,,,,,,,
40,9788416578641,EN LA UNION ESTA LA FUERZA UNA HISTORIA DE GALLINAS,LAURENT CARDON,3,Esta mañana ha ocurrido una catástrofe. Ha faltado una gallina a la llamada de la mañana. Esto significa una gran conmoción en el gallinero. Hay que hacer lo que sea para encontrarla. Pero. ¿Cómo organizarse?,3,620,1,40.jpg,,,,,,,,,,,,,,,,,
41,9788416578825,LA CAQUITA UNA AVENTURA DE JUAN EL ELEFANTE,LAURIE COHEN Y NOCOLAS GOUNY,3,"Juan el elefante, protagonista de El pedo, ha vuelto. Está triste.No ha hecho nada extraordinario en su vida. No ha viajado a la Luna, no ha creado ni un libro ni un cuadro que hayan aportado algo especial al mundo...Pero, un buen día, ¡hace una caca pequeña, pequeñísima, minúscula! Viniendo de un elefante, ¡es diminuta!Lleno de orgullo, la enseña a sus amigos, ¡y todos coinciden en que su increíble creación podría pasar a la Historia!",1,445,1,41.jpg,,,,,,,,,,,,,,,,,
42,9788494284182,LA MAQUINA DE FABRICAR BESOS,AGNES DE LESTRADE Y CHARLOTTE COTTEREAU,3,"Cornelius era un hombre que no había conocido el amor. Triste y solo, se dedicaba a inventar cosas: Semillas voladoras, rastrillos que no funcionaban, ruedecitas de flores, etc. Pero un día, con un poco de cuerda, unos clavos y papel, ¡Cornelius inventó una máquinapara fabricar besos!",1,410,1,42.jpg,,,,,,,,,,,,,,,,,
43,9788417303143,LA PEQUEÑA INTOLERANCIA,MAR PAVON Y VIRGINIA GARCIA,3,"Si lo permitimos, la Pequeña Intolerancia hace acto de presencia en nuestra casa. Y luego… Crece y crece… ¡y siempre la semilla del odio!",2,475,1,43.jpg,,,,,,,,,,,,,,,,,
44,9788416578566,LAS MUÑECAS SON PARA LAS NIÑAS,,3,"A mi hermano le encantó el regalo de nuestra tía. 'La llamaré Teresa' dijo al ver la muñeca de trapo. Cuando mi hermano dijo que quería dormir con Teresa, mi padre dijo: 'No es grave. Ya se le pasará'. Pero eso no sucedió. Incluso quiso un cochecito en la tienda dejuguetes.",1,475,1,44.jpg,,,,,,,,,,,,,,,,,
45,9788417303266,LAS PALABRAS IMPORTAN MUCHO MUCHISIMO,RHAEA DUFRESNE Y SEBASTIEN CHBRET,3,"Hay palabras que nos pueden hacer la vida más fácil. Mejorar las relaciones con los amigos, simplificar la comunicación, evitar o resolver conflictos, decir no sin enfadarse, tranquilizarse y tranquilizar a los demás, demostrar cariño...En resumen, ¡haz bien y no mires a quien! Doce palabras que, si las usamos sabiamente, pueden cambiar nuestras vidas.",2,475,1,45.jpg,,,,,,,,,,,,,,,,,
46,9788416578627,LOS ENAMORADOS DEL LIBRO,FREDERIC LAURENT,3,"Él vive en la página de la izquierda. Ella vive en la página de la derecha. Él está muy enamorado de ella y ella está muy enamorada deél ¿Pero realmente existe un gran, gran problema?",1,475,1,46.jpg,,,,,,,,,,,,,,,,,
47,9788494304637,LOS HILOS INVISIBLES,MONTSE TORRENTS Y MATILDE PORTALES,3,"Este es un libro sobre los hilos invisibles, que no vemos pero existen. Los hilos que te conectan con aquellaspersonas a quien quieres, las personas con quien te lo pasas bien, las personas de quien aprendes, y ríes, yjuegas... Pasa las páginas y descubre la magia de estos hilos.",1,520,1,47.jpg,,,,,,,,,,,,,,,,,
48,9788416578504,NO ME GUSTA COMO SOY,ALMA BRANI,3,"A mí no me gusta como soy… Quisiera ser como Sonia, mi mejor amiga,con su bonitos cabellos, rubios y lisos. Es tan fina, tan grande, tan",1,410,1,48.jpg,,,,,,,,,,,,,,,,,
49,9788417303761,SPIDERELEFANTE,LAURIE COHEN Y NOCOLAS GOUNY,3,"Esta mañana al despertarse Juan el elefante descubre una criatura peluda, con muchas patas y grandes ojos detrás de su cabeza. ¡Una araña! ¿Me va a comer? ¿Pondrá huevos en mi cabeza? Juan vuelve al ataque, esta vez su mayor preocupación será cómo deshacerse del inesperado visitante de su casa.",1,435,1,49.jpg,,,,,,,,,,,,,,,,,
50,9788494284106,TE QUIERO HERMANITO,CHRISTELLE HUET GOMEZ Y SEVERINE DUCHESNE,3,"Pepito es el animal más feliz de la granja. Mientras que todos sus amigos tienen hermanitos y hermanitas,Pepito quiere a sus padres sólo para él. Cuando se entera que su mamá está incubando un huevo, el pollito ¡da un puñetazo sobre la mesa!",1,540,1,50.jpg,,,,,,,,,,,,,,,,,
51,9788417303280,TENGO 3 DE 5,SUSANA PEIX Y ROGER ZANNI,3,"Siempre que me preguntan: ¿Cuántos hermanos tienes? Yo contesto: ¡Tengo tres de cinco! Y ponen una cara muy rara, pero lo que digo es cierto. Cuando mis padres se separaron, yo no entendía nada, pero poco a poco fui viendo que así éramos todos más felices.",2,475,1,51.jpg,,,,,,,,,,,,,,,,,
52,9788416578542,UN MONSTRUO TERRORIFICO,ANNA LAURA CANTONE Y MAR PAVON,3,"Gloria quería crear un monstruo terrorífico para asustar a sus papás pero, después de varios intentos fallidos, empezaba a hartarse. Sin embargo, esa misma noche ocurrió algo inesperado... Una emocionante historia que quizá no pone los pelos de punta a los más pequeños, pero sí los invita a divertirse fantaseando junto a Gloria y, por qué no, a crear también ellos su propio monstruo terrorífico. Ilustrado por Anna Laura Cantone.",1,475,1,52.jpg,,,,,,,,,,,,,,,,,
53,9788416578122,VEO VEO,PIMM VAN HEST Y NYNKE TALSMA,3,"Tu necesitas gafas!' dice el médico. Eduardo da un brinco. ¡No quiere llevar gafas! Pero en la óptica, la vendedora le cuenta un secretito: con gafas verás cosas que otras personas no ven. Cosas especiales.",1,470,1,53.jpg,,,,,,,,,,,,,,,,,
54,9788494021343,Y SIN EMBARGO SE QUIEREN EL GRAN LIBRO DE LOS CONTRAROPS DE LAS CIFRAS Y DE LOS COLORES,FREDERIC KESSLER,3,"Y sin embargo se quieren....Al señor cerdo, le gusta estar delante,la señora vaca prefiere esconderse detras.La señora jirafa es grande,su hija la señorita jirafa es pequeña.El señor pez rojo lo ve todo negro, yel señor raton verde ve la vida color rosa.Los contrarios, las cifras, y los colores reunidos",0,520,1,54.jpg,,,,,,,,,,,,,,,,,
55,9788416578467,ZOO DE INSECTOS,ANDY HARKNESS,3,"A Ben le encantan los insectos: Pequeños, grandes, con largas patas, voladores, saltarines, que floten y naden...Así que recoge todos los que encuentra y crea un zoo de insectos. Ben no podría ser más feliz, pero, ¿qué ocurre con su zoo?",1,635,1,55.jpg,,,,,,,,,,,,,,,,,
56,9788492696390,70 MILLAS HASTA EL PARAISO,ROBERT KLEMENT,1,"Siad, un enfermero de Somalia, y su hija Sarah esperan en Túnez, junto con otros refugiados africanos, a que los pasadores de emigrantes los traigan a Europa. La travesía del Mediterráneo a bordo de una vieja barca desvencijada se convierte en una pesadilla. Tras una larga odisea, los ocupantes extenuados y medio muertos de sed son capturados por los guardacostas italianos. El supuesto paraíso Europa resulta ser un centro para inmigrantes ilegales en el que, bajo condiciones indignas, tienen que esperar hasta que se decida si les permiten entrar en el país o los devuelven a África. Siad y Sarah sueñan con emigrar a Canadá, donde Siad podría encontrar trabajo como enfermero. Un sueño que quieren hacer realidad con todas sus fuerzas.",5,500,1,56.jpg,,,,,,,,,,,,,,,,,
57,9788492696666,A LA SOMBRA DE LOS PIRATAS,BORIS LE ROY,1,"El hijo del pirata descubre con sorpresa que su madre no ha caído prisionera del barco enemigo, sino que esta se había marchado voluntariamente con el almirante del barco que les acaba de abordar. La incursión por el barco de su nuevo padrastro le lleva a descubrir horrorizado que en las bodegas lleva una carga de esclavos, tanto adultos como niños. Harto de la vida de pirata de su padre e irritado con su madre por haberse enamorado de un negrero, decide liberar él solo a los esclavos y, especialmente, a una chica negra de la que se ha quedado prendado desde que la descubrió el primer día en las bodegas del barco.",5,280,1,57.jpg,,,,,,,,,,,,,,,,,
58,9788492696543,AL FURGON,HENRY MEUNIER Y NATHALIE CHOUX,1,"En un parque un niño observa indignado como un policía pide la documentación a todo el mundo que le parece diferente. Bajo el lema «¿No lleva documentación? ¡Al furgón!, parece decidido a detenerlos a todos: a una señora, un gato, un pájaro, hasta incluso al Sol que viene de Oriente... Una reflexión divertida sobre la intolerancia y el racismo.",3,335,1,58.jpg,,,,,,,,,,,,,,,,,
59,9788416003600,ARMANDO,FERNANDO PEREZ HERNANDO,1,"El papá de Armando es un enamorado del fútbol y hoy le ha hecho un regalo muy especial: ¡su primer balón de fútbol! Por fin podrá compartir con él su gran pasión enseñándole a jugar a fútbol. Pero Armando no muestra el mismo entusiasmo que el padre por ese deporte, ni responde a los automatismos que suponemos en los chicos, cuando los enfrentamos a esa famosa esfera. Armando no parece llevar los grandes chuts y las grandes paradas en los genes, pero se las apañará para incorporar la pelota en sus juegos. ¡No apto para papás superfutboleros!",3,530,1,59.jpg,,,,,,,,,,,,,,,,,
60,9788492696772,BARNIE,SONJA BOUGAEVA,1,"¿Pero qué haces, Barnie?, «Barnie, íten cuidado!, «Venga, entra de u na vez. El dueño de Barnie nunca está contento con él, todo son queja s. Esto no hay quien lo aguante, ni siquiera el perro más bueno del mu ndo. Pero Barnie es un perro muy espabilado...También a los niños les toca escuchar permanentemente órdenes y regañinas, y es por eso que Ba rnie no solo gustará a los amantes de los perros, sino también a los n iños y niñas que se identifican con sus vivencias.Aunque no puedan imi tarlo, seguro que se alegrarán con él por su ocurrencia final.",3,535,1,60.jpg,,,,,,,,,,,,,,,,,
61,9788492696475,BARTOLOME NO QUIERE VIVIR COMO UN PERRO,RACHEL VAN KOOIJ,1,"Bartolomé es un joven de cuerpo pequeño y deforme. Nacido en un pueblecito de Castilla, se traslada con su familia a Madrid, donde su padre trabaja como cochero en la corte de Felipe IV. Por casualidad, llama la atención de la infanta Margarita. Ésta se encapricha de él, como si de un juguete se tratara, y lo adopta como «perrito humano, pasando a formar parte del séquito de enanos disponibles",5,500,1,61.jpg,,,,,,,,,,,,,,,,,
62,9788492696734,BUENAS NOCHES CAROLA,JAKOB HEIN Y KURT KROMER,1,"Carola no tiene miedo de nada ni de nadie. No es de sorprender, por lo tanto, que no se asuste lo más mínimo cuando una voz grave y terrorífica se dirige a ella por su nombre una noche. ¡Carola! le decía la voz. ¡Carola! Sí respondió Carola. ¿Qué sucede? Carola no es precisamente de las que se dejan llevar por los nervios; sin embargo, no puede evitar montar en cólera cuando el monstruo oculto bajo su cama la toma con su pingüino de peluche. La intrépida Carola nos enseña a desarmar nuestros miedos con argumentos más que convincentes: eso de tener miedo es una estupidez inútil; quien no se asusta tiene más tiempo para jugar.",3,535,1,62.jpg,,,,,,,,,,,,,,,,,
63,9788416003259,CALVI NO SABE VOLAR LA HISTORIA DE UN PAJARO RATON DE BIBLIOTECA,JENNIFER BERNE ,1,"Calvin y sus tres hermanos, cuatro hermanas y sesenta y siete mil cuatrocientos treinta y dos primos nacieron bajo el alero de un viejo establo. Calvin podría ser uno de tantos pájaros, pero es completamente distinto a los demás.Mientras los otros pequeños estorninos aprenden a lanzarse en picado, planear y hacer figuras en el aire, Calvin entierra su pico en los libros. En la biblioteca su imaginación",3,625,1,63.jpg,,,,,,,,,,,,,,,,,
64,9788416003563,CALVIN TEN CUIDADO EL PAJARO RATON DE BIBLIOTECA NECESITA GAFAS,JENNIFER BERNE ,1,"Un buen día Calvin va a la biblioteca, uno de sus lugares favoritos, y descubre que tiene problemas de vista: le cuesta leer algunos textos, confunde una gallina con un dinosaurio y se tropieza con una silla. La bibliotecaria le explica que seguramente tiene problemas de vista cansada. Nuestro insaciable lector acude al optometrista. Unas gafas muy guais le ayudarán a ver de nuevo con claridad, pero también..",3,565,1,64.jpg,,,,,,,,,,,,,,,,,
65,9788416003358,CHELO HA PERDIDO EL SUEÑO,ROSER ROS Y FRANCESC ROVIRA,1,"Chelo no puede dormir. Ha perdido el sueño y está segura de que se esconde en la cama. Sus padres deciden buscar y encuentran de todo allí, incluido el sueño perdido.",4,275,1,65.jpg,,,,,,,,,,,,,,,,,
